Index,URL
293,https://www.redfin.com/MA/Boston/127-E-Cottage-St-02125/unit-1/home/179374654
294,https://www.redfin.com/MA/South-Boston/581-E-Broadway-02127/unit-1/home/9314782
295,https://www.redfin.com/MA/Boston/220-Boylston-St-02116/unit-1216/home/11509822
296,https://www.redfin.com/MA/Boston/31-Pinckney-St-02114/unit-1/home/9257990
297,https://www.redfin.com/MA/South-Boston/267-Old-Colony-Ave-02127/unit-404/home/192976048
298,https://www.redfin.com/MA/Boston/466-Park-Dr-02215/unit-1/home/166865172
299,https://www.redfin.com/MA/Dorchester/12-Ashland-St-02122/home/9074635
300,https://www.redfin.com/MA/Milton/21A-High-St-02186/unit-1/home/171033323
301,https://www.redfin.com/MA/East-Boston/107-Barnes-Ave-02128/home/9110532
302,https://www.redfin.com/MA/Boston/110-Stuart-St-02116/unit-16D/home/39913440
303,https://www.redfin.com/MA/Boston/778-Boylston-St-02199/unit-7E/home/66079632
304,https://www.redfin.com/MA/Boston/172-Boylston-St-02130/unit-3/home/192971527
305,https://www.redfin.com/MA/Roslindale/25-Crandall-St-02131/home/9174541
306,https://www.redfin.com/MA/Boston/99-Sumner-St-02128/unit-621/home/148424173
307,https://www.redfin.com/MA/Boston/110-Stuart-St-02116/unit-23G/home/39913262
308,https://www.redfin.com/MA/Boston/355-Congress-St-02210/unit-2/home/39912392
309,https://www.redfin.com/MA/Boston/431-Marlborough-St-02115/home/9240015
310,https://www.redfin.com/MA/Brighton/121-Tremont-St-02135/unit-1/home/9040641
311,https://www.redfin.com/MA/Newton/35-Hunnewell-Ave-02458/home/11471345
312,https://www.redfin.com/MA/Boston/53-Chestnut-St-02108/home/9260180
313,https://www.redfin.com/MA/Boston/411-Marlborough-St-02115/unit-7/home/9243947
314,https://www.redfin.com/MA/Boston/44-Ellery-St-02127/unit-402/home/192953165
315,https://www.redfin.com/MA/Dorchester/80-Beaumont-St-02124/unit-206/home/9097905
316,https://www.redfin.com/MA/Hyde-Park/99-Pierce-St-02136/home/9127703
317,https://www.redfin.com/MA/Charlestown/23-Prescott-St-02129/home/9057453
318,https://www.redfin.com/MA/Dorchester/19-Bradshaw-St-02121/home/11505281
319,https://www.redfin.com/MA/Roxbury/681-Massachusetts-Ave-02118/unit-4/home/9285850
320,https://www.redfin.com/MA/Boston/175-School-St-02119/unit-2/home/192939784
321,https://www.redfin.com/MA/Boston/38-Colonial-Ave-02124/unit-1/home/171793271
322,https://www.redfin.com/MA/Roxbury/36-Worcester-Sq-02118/unit-4/home/9285078
323,https://www.redfin.com/MA/Hyde-Park/4-Adams-St-02136/home/9130252
